Year,College,Term,POT,Course ID,Title,CRN,Students,Primary,PEER,SELE,Respondents,Grade,Percentage of Students
2017,University College,201722,1,GEN-175-025,Intro to Info Technology,21676,23,Y,NA,5,11,Bs,36.40%
2017,University College,201722,1,GEN-175-025,Intro to Info Technology,21676,23,Y,NA,5,11,Cs,36.40%
2017,University College,201722,1,GEN-175-025,Intro to Info Technology,21676,23,Y,NA,5,11,Ds,9.10%
2017,University College,201722,1,GEN-175-025,Intro to Info Technology,21676,23,Y,NA,5,11,Fs,0.00%
2017,University College,201722,1,GEN-175-025,Intro to Info Technology,21676,23,Y,NA,5,11,Ps,0.00%
2017,University College,201722,1,GEN-175-025,Intro to Info Technology,21676,23,Y,NA,5,11,NPs,0.00%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,As,16.70%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,Bs,25.00%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,Cs,45.80%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,Ds,12.50%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,Fs,0.00%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,Ps,0.00%
2017,University College,201722,1,GEN-175-033,Intro to Info Technology,21681,24,Y,NA,4.73,15,NPs,0.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,As,25.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,Bs,20.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,Cs,40.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,Ds,5.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,Fs,10.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,Ps,0.00%
2017,University College,201722,1,GEN-175-901,Intro to Info Technology,20228,22,Y,NA,4.69,13,NPs,0.00%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,As,33.30%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,Bs,25.00%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,Cs,4.20%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,Ds,12.50%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,Fs,25.00%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,Ps,0.00%
2018,University College,201821,1,GEN-175-010,Intro to Info Technology,25463,24,Y,NA,4.73,11,NPs,0.00%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,As,13.00%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,Bs,30.40%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,Cs,34.80%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,Ds,13.00%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,Fs,8.70%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,Ps,0.00%
2018,University College,201821,1,GEN-175-018,Intro to Info Technology,24704,24,Y,NA,4.94,16,NPs,0.00%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,As,29.20%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,Bs,58.30%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,Cs,0.00%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,Ds,8.30%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,Fs,4.20%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,Ps,0.00%
2018,University College,201821,1,GEN-175-019,Intro to Info Technology,24705,24,Y,NA,4.62,21,NPs,0.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,As,16.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,Bs,36.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,Cs,40.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,Ds,0.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,Fs,8.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,Ps,0.00%
2018,University College,201821,1,GEN-175-005,Intro to Info Technology,22891,26,Y,NA,4.65,20,NPs,0.00%
2018,University College,201821,1,GEN-175-022,Intro to Info Technology,24952,26,Y,NA,4.75,20,As,26.90%
2018,University College,201821,1,GEN-175-022,Intro to Info Technology,24952,26,Y,NA,4.75,20,Bs,30.80%
2018,University College,201821,1,GEN-175-022,Intro to Info Technology,24952,26,Y,NA,4.75,20,Cs,26.90%
2018,University College,201821,1,GEN-175-022,Intro to Info Technology,24952,26,Y,NA,4.75,20,Ds,7.70%
